vacuum,power
40.05,473.82
51.19,445
48.14,463.77
72.43,430.22
41.1,465.87
43.72,458.92
39.04,478.65
44.2,467.04
44.2,457.02
39.61,477.34
41.2,469.85
40.55,475.13
49.39,460.01
41.74,472.12
70.04,437.53
49.69,464.72
73.5,435.48
71.14,461.18
49.5,463.39
67.69,437.1
52.3,442.62
71.8,437.28
40.89,472.15
73.68,431.86
77.3,439.37
68.51,430.19
40.73,465.94
58.49,444.95
70.94,446.31
71.32,434.43
41.01,477
63.31,453.16
42.34,466.52
63.07,451.71
71.94,438.69
71.58,434.64
40.11,472.16
73.4,438.25
39.85,478.29
40.89,470.44
42.07,486.79
60.77,444.66
67.9,434.7
44.84,468.22
40.71,470.05
48.92,446.85
44.05,450.67
68.08,433.46
59.15,440.58
40.62,464.9
41.67,474.81
43.22,466.72
42.86,466.2
41.58,464.07
46.18,455.93
41.14,480.96
40.56,486.4
69.75,435.75
56.85,437.4
42.86,471.86
40.69,478.19
44.57,445.09
54.5,450.76
66.93,441.04
47.93,442.46
37.36,478.8
74.87,439.93
70.17,430.92
40.05,471.49
40.2,464.23
68.63,448.9
39.61,480.07
42.86,471.19
50.12,446.59
39.28,470.41
65.61,448.41
73.03,436.05
41.62,455.71
66.25,436.29
42.77,463.06
58.66,454.4
51.43,449.82
70.79,425.68
40.71,474.46
73.42,432.74
63.57,445.3
61.86,438.25
70.36,437.31
41.17,481.18
52.3,441.75
51.3,449.67
36.24,482.46
64.15,450.07
56.03,460.76
39.16,485.76
63.56,452.01
58.05,446.76
71.32,433.56
78.92,434.91
68.31,436.15
43.5,476.1
39.3,464.15
44.21,462.19
57.19,448.31
36.71,479.02
72.39,432.77
63.91,448.37
62.91,444.99
71.37,432.04
41.14,461.49
41.44,478.79
77.3,438.05
65.27,445.52
41.93,479.53
65.46,443.03
63.78,444.62
47.43,452.13
58.41,445.85
41.17,481.38
59.43,439.33
64.45,450.94
44.92,467.22
41.46,482.36
53.82,462.52
44.85,465.42
40.2,466.27
69.89,434.27
63.87,442.13
42.34,463.71
51.19,444.74
43.14,461.58
44.88,474.26
74.22,434.35
65.46,445.27
43.56,467
67.45,431.97
38.52,451.96
45.17,461.96
58.46,443.75
42.86,472.27
40.55,462.13
52.3,444.4
51.61,452
36.24,484.65
59.14,438.08
39.82,473.56
71.77,434.89
77.17,432.48
46.93,448.35
71.58,433.58
68.51,429.38
41.31,489.11
58.16,450.11
45.01,471.47
44.85,463.31
50.59,456.01
70.09,439.96
35.71,468.75
39.22,473.27
40.46,471.32
60.07,440.12
48.06,440.99
40.92,465.88
41.7,451.93
54.3,461.69
70.8,434.08
48.6,446.56
47.45,447.78
51.3,450.18
49.39,461.54
63.91,441.93
69.13,438.01
71.73,432.38
74.16,435.69
45.01,459.01
64.79,449.1
71.98,428.61
42.77,466.75
40.92,460.33
38.52,451.16
40.77,480.72
72.99,430.59
58.79,444.39
62.91,444.19
42.44,459.79
77.24,433.35
45.38,459.53
39.64,478.37
38.08,485.49
74.67,428.98
65.94,443.98
44.85,464.66
67.79,445.87
40.55,473.51
73.67,431.97
39.82,470.17
74.9,434.17
44.9,453.12
71.14,432.09
77.24,430.07
43.21,442.29
73.88,436.97
46.18,458.4
63.09,448.22
54.2,441.99
66.48,437.73
75.08,433.37
69.98,433.25
42.34,474.91
66.44,444.48
68.67,433.73
41.55,473.99
70.02,440.93
38.91,472.22
44.47,465.77
74.78,444.6
51.95,454.63
61.27,454.03
73.06,437.01
41.55,475.46
73.03,437.03
71.64,439.37
68.94,436.95
65.46,444.9
69.13,436.67
40.67,485.25
66.25,434.99
42.86,464.36
69.45,439.97
43.21,430.45
69.05,438.12
64.96,428.79
71.73,436.55
77.17,433.14
38.47,466.51
57.32,447.27
38.38,479.56
66.51,437.57
39.59,463.13
69.48,436.16
39.4,486.09
58.95,449.89
60.29,454.4
77.24,435.74
63.9,440.23
68.14,440.22
59.87,446.38
42.02,472.65
37.5,472.2
68.3,435.89
69.34,434.08
52.84,445.54
73.17,438.5
62.52,449.87
68.08,443.79
72.58,431.27
56.53,455.25
69.23,435.62
70.79,426.37
40.1,476.81
63.9,445.47
44.34,468.84
41.66,477.53
62.39,450.08
77.95,436.83
42.07,475.14
36.3,479.98
37.49,478.87
42.85,482.05
74.99,437.06
41.44,479.19
58.2,444.95
44.57,454.36
61.08,445.64
41.16,460.01
68.28,445.83
72.39,430.85
53.16,457.99
40.35,473.11
65.94,454.76
40.81,479.96
39.72,456.18
52.72,463.47
40.71,475.46
49.3,436.37
70.47,441.47
65.48,441.14
52.84,439.49
49.82,450.75
61.27,455.29
64.69,435.85
41.55,483.92
42.44,463.2
71.64,435.98
37.83,470.44
60.77,447.35
43.72,467.8
71.64,436.58
47.45,447.42
59.14,438.83
61.87,449.05
48.14,457.45
38.38,482.17
45,475.9
41.4,472.95
48.98,453.28
48.78,440.96
49.02,438.17
58.41,450.69
63.31,439.77
50.32,442.1
61.47,443.12
60.32,443.96
70.32,431.43
67.9,446.34
64.96,427.65
43.14,465.38
67.79,441.29
39.04,480.54
73.5,437.35
70.98,431.83
64.84,441.9
41.01,472.16
41.03,482.16
64.27,439.67
41.22,485.73
65.46,442.99
38.68,485.7
69.84,427.45
42.49,482.74
58.62,449.11
70.32,428.42
70.79,425.64
61.41,451.99
74.67,430.88
40.55,476.37
43.02,467.83
61.87,445.97
44.85,470.92
37.64,463.98
40.46,476.81
70.98,434.41
60.07,453.47
80.18,430.16
42.49,478.43
65.34,441.81
44.34,465.89
45.09,464.27
73.91,431.92
63.78,447.24
60.84,444.99
58.33,448.93
57.76,453.64
68.08,430.32
60.1,451.93
39.96,476.03
74.9,434.01
73.5,441.14
56.85,437.26
74.67,432.61
44,471.46
40.75,476.84
40.27,474.03
49.3,440.05
50.66,456.84
41.48,454.69
59.14,442.31
42.28,462.05
56.65,455.07
63.56,446.93
70.32,440
41.58,468.19
68.94,431.39
59.15,450.81
63.86,447.54
40.69,485.18
43.71,463.6
70.98,431.01
77.24,431.27
43.71,467.8
69.04,445.04
69.59,438.64
44.03,471.79
41.16,473.19
59.57,445.59
69.89,426.35
74.22,434.25
58.86,444.42
45.09,448.35
39.61,478.79
41.58,460.8
66.54,437.99
41.16,464.08
41.39,472.19
63.94,438.55
35.79,483.08
75.6,442.69
43.02,485.38
69.94,440.63
66.44,427.83
66.56,433.52
51.3,451.11
63.47,444.65
38.91,470.1
64.79,441.2
39,464.86
70.17,430.78
58.49,445.75
52.09,450.53
39.85,489.09
63.13,447.4
51.19,449.03
73.18,430.57
69.51,428.77
39.99,486.19
66.44,445.27
38.01,473.39
36.3,479.66
45,469.38
45.01,466.71
45.01,460.22
41.4,473.94
48.92,440.09
44,460.14
40.05,477.93
45,469.54
76.86,433.35
62.91,444.61
41.17,481.18
50.32,446.33
60.77,443.13
39.18,471.44
70.32,438.15
43.41,473.43
59.43,440.26
72.99,440.46
63.94,443.9
47.01,457.76
73.56,432.51
66.25,443.44
72.29,435.26
66.54,437.79
66.75,434.16
44.71,486.91
41.46,479.45
45.38,460.24
40.1,471.77
71.14,437.55
68.61,448.71
72.24,432.13
37.5,474.07
59.27,444.81
49.82,453.05
52.08,449.62
61.5,447.83
41.39,480.54
68.3,437.28
65.18,436.24
70.02,448.75
70.72,436.9
75.23,441.07
25.88,461.86
59.8,452.7
39.72,458.8
71.14,435.34
39.33,494.91
63.31,446.7
63.13,439.94
69.51,428.69
62.91,443.14
60.77,444.05
71.29,442.58
73.17,429.06
44.84,465.72
41.48,465.41
72.99,430.81
73.68,430.39
39.64,478.63
51.95,448.67
59.39,443.71
44.88,466.66
43.77,455.66
44.6,459.06
72.43,429.99
72.58,431.12
45.08,470.35
69.14,433.79
75.23,438.57
74.78,440.48
62.52,449.34
44,460.33
59.14,440.37
58.05,449.74
73.68,431.11
41.26,479.74
49.39,458.53
59.54,437.96
40.69,469.31
75.08,436.15
43.34,463.99
74.22,437.47
60.1,450.95
59.54,437.85
40.8,483.36
63.87,444.34
41.44,471.34
74.67,427.98
39.18,468.98
69.75,440.53
57.25,451.95
67.69,429.8
58.05,447.28
67.51,442.13
63.94,442.92
63.07,446.62
65.46,451.86
40.11,473.97
60.29,448.58
69.04,441.26
39.64,464.05
49.5,455.72
40.96,483.59
66.49,442.38
69.71,441.25
50.16,440.98
40.05,473.92
44.9,455.59
41.01,467.6
41.16,463
41.54,477.24
47.45,443.13
43.77,458.66
50.9,458.67
45.61,455.82
58.59,442.64
44.78,468.29
37.14,472.63
66.44,433.01
40.62,483.17
61.02,438.96
46.93,447.43
38.28,467.29
41.92,485.11
69.68,438.31
72.99,438.51
44.58,473.01
58.95,449.28
48.6,454.47
44.71,487.92
58.05,444.53
41.5,477.3
43.14,464.72
43.7,470.29
69.94,439.66
44.63,472.45
70.32,432.59
41.54,482.95
48.6,460.86
68.08,432.59
39,465.32
51.95,449.52
66.56,434.74
58.79,446.49
44.89,442.83
43.56,477.88
58.95,449.26
47.83,453.96
43.5,471.41
49.3,435.75
77.95,432.9
43.5,468.28
70.79,430.54
63.47,443.66
74.93,445.44
38.56,481.05
64.15,452.26
70.47,439.36
70.32,427.21
68.63,453.84
47.93,435.61
66.54,443.03
40.24,470.56
52.08,451.06
65.59,441.27
39,464.56
46.63,452.6
47.45,446.45
63.76,439.56
39.66,479.64
48.06,451.77
64.63,446.04
62.1,453.09
39.42,476.5
41.79,472.75
77.24,433.57
61.47,448.01
69.98,432.11
43.34,460.4
44.05,443.45
60.95,446.4
73.67,430.67
70.94,434.73
41.17,488.53
42.23,461.25
59.21,451
58.33,438.82
57.76,450.61
73.21,437.02
69.94,439.86
70.36,445.37
38.38,477.03
38.91,486.05
39.28,469.34
52.72,457.26
68.61,447.18
56.9,438.76
41.23,464.67
52.72,463.65
39.35,471.83
59.15,442
71.94,427.69
42.77,463.6
49.02,438.82
42.07,460.32
73.18,430.31
57.17,446.61
80.18,431.99
57.32,446.18
71.85,441.28
43.77,440.64
69.13,432.54
49.16,445.72
43.72,456.34
69.23,441.9
57.85,447.09
50.16,449.74
47.45,451.95
71.73,431.93
59.04,444.85
41.92,466.29
42.07,462.25
73.18,438.62
52.9,458.28
43.7,475.73
43.13,486.94
39.61,476.99
39.99,461.01
40.77,482.49
44.71,486.3
59.39,438.64
63.07,440.48
41.79,479.02
63.47,440.11
62.1,452.2
52.9,460.2
53.16,455.7
61.86,442.65
59.39,438.08
45.08,464.79
76.86,431.44
44.77,468.43
38.01,463.79
58.82,444.11
61.5,442.35
66.51,439.09
41.17,475.53
43.71,468.85
57.82,435.4
59.21,446.04
60.37,437.78
62.7,442.58
51.86,450.22
58.33,441.31
54.2,439.71
43.41,469.34
68.27,426.22
65.94,448.88
70.32,436.45
40.64,484.42
40.55,461.73
25.36,469.92
72.86,431.76
73.42,431.44
38.06,485.98
43.77,448.46
44.63,455.57
37.2,468.4
43.79,474.79
49.83,466.09
56.85,436.64
68.12,441.54
42.86,470.21
41.93,466.61
45,478.96
50.9,460.35
39.9,490.91
63.21,448.3
41.16,467.25
43.13,486.11
45.64,467.9
65.18,437.26
69.14,435.22
62.91,449.1
42.44,461.84
44.6,459.62
74.99,440.17
41.49,473.19
58.46,447.1
40.62,482.67
44.9,463.49
54.3,462.87
67.45,435.08
43.7,469.28
60.77,444.43
64.69,440.23
70.83,440.59
66.54,442.47
77.95,434.44
44.57,445.49
40.1,477.2
42.28,466.49
45.01,460.11
65.59,450.3
42.24,469.21
61.08,449.67
41.82,473.72
75.6,438.24
77.24,433.03
46.97,454.26
70.79,435.14
48.98,446.05
52.3,441.21
39.18,479.42
69.04,441.18
36.18,478.07
39.61,480.86
43.21,434.83
60.27,440.31
64.05,438.42
39.39,471.7
58.12,453.19
45.01,458.22
71.43,443.75
52.9,457.42
39.9,491.25
59.27,444.35
40.12,460.41
41.01,467.34
35.57,491.4
71.29,434.48
39.16,461.98
63.86,445.62
67.45,433.59
67.69,426.91
71.29,431.45
56.9,439.51
61.02,436.19
48.06,455.27
54.3,468.4
70.4,430.14
44.71,468.88
71.06,434.86
63.56,445.9
39.35,471.85
40.12,468.15
43.52,460.08
46.18,466.03
39.04,482.31
75.23,439.33
44.05,449.6
69.13,426.9
40.73,463.6
40,465.43
70.17,436.43
39.37,487
74.22,430.44
61.87,445.52
52.75,467.48
41.48,463.97
39.69,471.61
39.64,472.31
61.25,436.05
42.28,466.73
38.38,476.22
42.32,465
44.66,464.41
40.81,487.15
37.92,472.04
43.67,477.34
39,466.96
74.78,446.3
54.2,438.84
44.05,455.72
44,470.93
39.66,480.63
66.75,432.87
69.75,437.19
40.89,472.4
74.78,442.28
42.03,462.64
64.69,438.03
60.07,438.5
45.08,466.79
39.72,471.24
47.45,448.79
69.05,427.71
53.82,461.6
65.34,445.39
68.28,450.57
49.02,438.52
40.73,462.59
68.14,435.71
75.33,433.03
49.64,462.6
39.18,484.44
44.57,452.73
73.68,426.46
36.08,484.18
65.18,441.18
77.54,431.77
58.86,446.55
75.6,442.69
74.99,430.82
41.82,475.01
69.48,443.15
38.47,466.26
37.73,470.89
68.24,430.63
43.13,481.09
68.51,428.68
56.86,434.08
42.74,464.31
48.06,459.36
68.94,437.13
65.34,442.84
64.79,445.1
69.34,445.92
40.77,480.56
44.71,485.36
75.6,439.25
50.66,455.2
42.74,466.34
52.05,463.64
72.25,437.29
72.58,428.93
58.79,448.32
66.54,430.16
64.33,441.51
43.67,472.44
74.16,433.08
65.51,445.67
59.92,443.93
71.37,433.7
44.57,448.17
58.12,449.6
73.21,430.64
40.73,466.71
53.16,458.04
71.29,426.96
69.59,435.76
40.62,468.14
41.78,474.27
68.3,435.2
39.04,483.24
71.25,435.68
42.03,465.2
68.14,426.88
61.47,448.66
39.72,455.81
55.5,456.52
67.9,439.01
48.14,456.31
36.71,475.59
53.82,462.09
70.32,429.23
57.5,451.42
71.94,441.85
59.39,439.46
52.9,458.66
64.84,443.65
59.57,440.67
40.2,465.74
54.3,459.59
41.35,460.46
63.94,447.69
39.37,486.9
69.88,435.99
59.21,437.78
63.94,446.11
71.25,430.6
44.2,462.09
39.42,482.11
36.99,464.38
75.6,437.31
69.45,442.89
73.17,437.98
71.85,426.82
72.99,429.12
74.34,434.23
58.79,450.17
58.46,442.03
43.02,475.38
61.41,451.4
65.61,442.94
71.77,430.12
65.71,447.26
44.71,484.63
69.48,427.82
41.48,456.31
70.47,434.24
70.98,436.32
64.69,438.36
80.18,431.55
40.24,467.93
40.43,489.54
49.21,454.25
68.3,430.48
67.71,444.63
43.8,477.22
69.34,435.32
38.38,478.03
48.41,445.36
42.23,462.73
42.34,469.13
65.12,442.78
68.63,449.54
68.28,449.94
45.87,462.67
40.69,480.18
46.33,452.82
40.81,476.63
36.3,482.56
38.5,492.92
43.43,453.32
70.79,428.72
60.29,444.71
65.27,441.68
58.2,446.36
40.67,493.3
73.17,430.56
59.8,450.07
68.28,444.95
51.43,438.79
50.88,460.19
64.96,427.91
44.9,460.19
69.98,428.37
59.8,453.45
62.1,457.14
71.25,431.52
44.21,476.02
37.14,473.66
73.5,434.31
44.89,457.67
58.82,444.57
69.05,433.19
63.77,440.58
40.89,466.47
39.61,480.38
52.75,458.6
39.66,480.6
65.59,452.76
51.19,449.23
51.43,449.94
45.38,459.94
63.78,448.65
74.9,433.74
69.48,430.54
69.59,432.56
45.09,450.88
43.02,487.17
50.32,444.5
71.97,430.11
41.1,466.45
39.16,474.48
43.52,461.51
67.9,428.12
63.78,446.58
40.75,472.73
40.27,470.92
39.64,463.91
43.79,486.01
59.8,453.86
73.88,436.76
62.26,451.51
48.78,449.38
63.31,441.3
73.67,428.72
70.4,431.37
57.76,455.75
58.33,444
70.94,440.04
68.61,448.69
59.44,448.67
60.37,439.18
67.45,433.34
56.03,458.04
74.16,431.32
40.62,482.82
68.08,436.07
47.45,450.62
65.34,440.83
66.56,436.56
62.44,446.12
69.48,429.42
40.02,477.84
38.01,464.03
58.86,449.98
44.58,465.51
56.9,444.7
67.32,443.49
46.18,464.58
40,472.41
56.65,456.53
64.33,441.79
70.04,431.14
40.8,479.65
69.05,436.08
46.48,461.49
48.6,459.85
42.07,488.36
44.88,461.9
72.43,437.59
52.72,461.57
69.13,435.27
68.12,437.14
39.96,471.6
43.56,469.23
52.08,449.99
59.07,440.12
59.57,440.96
45.01,448.69
66.49,449.2
39.4,468.63
64.96,427.42
49.15,467.72
70.72,437.55
49.78,451.41
40.6,475.14
52.75,460.77
37.73,470.39
58.95,445.1
67.79,443.89
40.22,481.42
37.5,473.32
41.58,464.64
40.96,475.18
39.63,467.33
51.43,439.8
77.17,432.84
40.2,465.53
77.24,432.49
76.86,434.68
73.56,432.78
70.79,438
47.43,450.27
40.75,475.96
72.24,434.56
39.99,463.74
67.07,445.81
41.26,475.44
58.33,446.01
49.3,441.77
43.14,461.14
66.25,435.41
42.86,473.27
72.39,432.98
44.21,463.1
41.17,478.04
65.59,441.08
63.21,440.15
74.33,436.15
42.74,470.89
67.32,435.47
65.46,447.92
41.54,481.59
40.6,473.76
69.71,439.38
70.98,435.04
43.41,474.1
39.16,477.75
41.74,484.12
40.27,479.44
67.45,434.77
36.66,479.45
43.65,481.61
56.53,456.48
40.56,477.41
39.61,474.88
40.66,463.1
67.9,444.06
45.61,457.88
70.79,428.79
60.07,440.89
69.04,445.35
44.47,462.92
44.85,459.98
53.16,456.86
40.46,472.77
40.69,476.67
72.99,437.1
49.21,449.01
44.34,468.8
44.68,465.75
41.17,469.48
69.14,431.67
47.43,448.65
58.16,453.22
50.9,456.09
59.44,443.73
68.27,426.3
38.28,467.12
43.56,463.57
40.64,464.03
69.98,431.84
70.32,431.32
62.26,439.06
40.81,484.49
65.06,443.8
75.33,431.46
50.23,458.08
71.58,435.99
49.64,457.8
59.57,442.88
70.02,443.27
69.05,444.35
49.83,454.18
54.3,463.63
68.14,425.11
40.07,490.11
40.79,459.96
41.38,490.81
49.83,463.65
59.27,440.72
39.39,470.53
43.43,451.38
73.17,431.29
70.04,432.56
49.39,451.05
62.44,437.99
75.6,440.87
41.1,458.31
68.24,429.71
65.61,441.33
39.16,468.49
37.73,475.02
74.16,431.39
71.73,436.78
40.89,471.15
39.99,477.31
51.43,442.87
68.31,439.75
69.89,435.79
45.01,455.21
43.56,482.43
70.36,441.28
68.31,443.57
68.61,450.64
70.47,430.82
69.71,438.38
38.73,467.96
41.23,459.1
70.02,439.35
40.69,471.05
59.15,439.55
38.56,479.78
65.12,452.86
68.08,435.78
63.73,440.42
45.01,473.74
69.48,445.81
44.9,459.78
51.86,458.64
71.73,434.44
77.17,430.53
67.32,446.71
69.05,439.01
56.89,441.9
71.14,430.5
58.12,455.85
51.86,442.48
42.99,469
40.55,460.97
43.99,460.25
67.07,441.74
40.78,480.36
73.42,432.27
47.45,450.6
68.67,436.58
45.08,466.71
41.93,471.97
51.3,451.67
70.32,437.96
49.02,442.47
36.3,480.58
42.02,474.93
42.86,467.12
68.24,429.41
25.36,469.51
70.94,430.91
66.48,435.59
70.32,433.45
49.21,449.66
59.21,450.41
54.9,454.1
44.6,460.13
41.74,488.99
69.51,431.12
43.34,461.27
69.23,433.89
51.43,446.91
43.77,453.46
44.77,469.41
41.79,454.72
35.76,471.72
40.67,487.33
42.02,475.46
48.41,443.5
39.13,468.57
57.19,438.01
69.4,433.44
42.86,467.29
41.79,457.21
40.69,471.66
42.23,464.87
68.67,434.28
66.56,436.3
63.09,443.66
71.94,428.27
41.16,462.94
73.42,440.29
61.02,436.17
38.62,462.25
41.4,476.9
41.66,469.93
37.5,472.9
76.86,431.74
25.88,460.97
51.86,442.81
72.24,435.65
41.49,469.6
47.43,450
63.87,447.02
45.87,457.41
44.58,463.69
58.96,453.88
35.57,486.06
43.71,467.07
44.47,469.25
45.87,464.5
62.91,443.76
41.26,475.43
43.13,466.87
71.58,433.76
71.58,436.27
43.56,464.67
69.13,426.31
37.14,475.01
41.78,467.78
41.82,477.67
62.44,440.66
71.14,458.15
40.67,489.02
67.83,425.36
60.07,446.26
42.86,468.63
57.32,441.43
59.92,436.74
44.99,463.92
39.61,471.48
38.92,470.63
43.14,476.55
63.86,442.89
45.76,460.87
52.84,437.39
61.47,438.8
42.99,470.82
54.9,456.88
49.83,462.54
69.34,434.74
54.2,438.12
45.01,462.21
60.29,445.61
49.16,443.5
38.28,466.75
59.87,449.74
56.89,441.85
43.5,473.84
39.37,489.16
69.88,430.75
51.95,447.29
40.8,474.87
39.85,486.26
70.02,435.72
68.94,431.96
34.03,470.2
59.43,442.9
74.22,429.36
43.79,465.3
71.94,428.83
48.78,455.11
59.14,439.6
58.2,446.87
41.17,484.54
68.63,446.33
49.69,454.97
58.2,451.04
42.86,465.26
65.18,436.91
67.51,446.97
41.92,462.69
64.45,452.55
65.48,452.85
40.75,477.5
58.49,445.87
41.93,466.77
59.14,448.51
60.1,453.37
55.5,464.58
59.21,442.38
69.84,438.54
40.78,470.82
54.2,440.11
68.63,452.05
53.82,465.25
42.07,473.34
69.84,428.25
75.08,442.7
40.24,466.24
71.85,429.15
43.5,459.77
69.34,439.26
65.59,440.56
38.5,488.69
40.77,470.84
44.2,455.37
40.67,486.55
73.18,437.27
63.73,440.35
52.75,458.87
41.46,480.13
37.5,472.86
69.89,434.13
68.24,433.92
73.68,426.28
40.07,494.43
63.21,443.43
71.14,474.66
69.94,437.32
43.41,461.96
36.3,478.55
40.55,473.31
40.46,469.06
40.22,476.7
70.79,429.55
42.34,474.55
40.77,477.36
66.44,430.01
67.17,443.09
41.48,473.31
44.71,466.38
36.3,438.63
46.18,455.8
48.41,440.94
41.17,479.95
64.84,441.3
63.09,450.98
45,471.43
68.24,428.08
39.1,470.55
43.41,464.76
74.78,443.7
47.43,448.83
68.94,435.93
47.83,460.43
65.12,442.86
60.93,442.75
41.39,478.75
36.18,472.76
56.65,457.41
47.43,449.2
66.91,447.42
43.13,471.08
64.63,448.87
69.23,433.74
46.18,458.67
68.12,440.08
50.88,454.94
40.67,482.4
40.2,464.17
77.17,430.46
45.87,481.27
45.87,478.44
65.94,452.82
41.49,471.04
66.93,446.48
71.98,433.42
79.05,430.42
66.54,437.19
63.77,439.75
71.32,433.15
40.72,477.52
53.82,463.09
71.85,441.52
40.35,481.77
36.3,479.57
39.58,472.31
65.61,443.13
69.88,435.59
41.04,464.91
39.39,474.82
38.91,477.5
57.32,443.63
39.37,480.4
70.98,437.83
71.98,425.14
66.44,429.32
52.75,473.09
40.55,461.47
65.61,442.64
69.75,442.6
69.14,432.26
43.5,461.45
38.52,450.48
44.78,459.72
65.18,435.77
41.16,464.12
50.59,460.64
67.83,432.28
42.28,467.3
37.5,472.34
74.16,439.2
40.27,491.29
40.67,494.84
40,461.16
71.32,430.53
41.01,475.89
41.16,463.47
63.86,446.22
65.38,452.94
44.05,442.69
69.23,441.6
46.9,461.73
75.08,438.63
67.83,433.32
49.82,452.3
48.04,461.36
65.59,440.96
59.92,440.87
58.86,450.67
39.63,466.69
75.23,444
41.7,464.46
65.75,435.6
41.74,487.25
68.61,453.26
40.71,467.21
40.11,479.76
45.01,456.85
68.67,447.34
49.78,451.24
68.61,446.47
56.9,437.55
63.9,449.61
56.53,455.52
43.56,460.87
45.87,446.67
63.77,440.1
69.89,436.02
40.46,473.74
71.25,431.38
51.19,446.2
73.56,435.15
68.63,450.75
67.45,447.11
75.6,439.14
57.17,446.05
43.65,481.69
65.48,446.37
58.62,450.05
40.05,481.14
59.07,440.6
38.08,481.89
41.22,484.21
41.67,460.33
40.75,475.07
51.95,448.15
48.92,452.56
41.54,476.89
75.6,438.92
67.83,426.76
58.86,443.69
38.68,483.5
41.66,481.89
75.6,443.2
59.92,436.64
68.08,435.84
59.27,442.65
45.01,460.19
44.63,456.54
41.67,469.93
71.37,439.25
44.71,486.07
49.64,459.25
69.14,436
48.7,449.8
63.78,446.95
50.05,442.56
41.16,462.72
66.54,433.81
73.18,427.04
39.16,486.91
58.16,458.31
44.84,474.57
47.93,443.41
63.9,447.36
39.85,472.5
49.02,439.4
51.43,450.04
38.18,476.31
69.23,434.12
40.77,478.82
57.32,443.94
50.05,440.86
39.96,478.05
45.51,474.73
40.89,466.15
45.09,456.25
65.94,447.46
48.14,451.9
52.9,460.88
67.07,442.02
46.36,462.81
49.15,453.87
38.25,472.13
71.64,440.51
65.46,444.66
40.8,485.36
44.85,470.78
69.75,438.26
60.23,437.44
76.09,434.52
74.33,433.49
42.99,468.45
60.27,442.59
50.88,457.71
41.17,480.71
43.79,484.21
68.61,450.89
45.61,455.61
44.21,462.42
36.66,479.13
65.71,445.49
39.61,481.54
67.79,442.78
42.85,484.93
44.57,445.32
63.94,440.47
41.17,484.54
63.21,442.23
41.48,465.37
40.64,476.99
66.86,454.84
48.92,447.89
39.28,478.88
41.48,469.08
61.86,441.44
66.54,449.07
71.29,442.8
39.58,467.34
77.54,430.86
40.81,475.29
41.48,461.09
76.2,434.94
39.22,478.82
57.17,433.54
40.77,487.48
43.67,474.45
62.4,445.22
72.24,435.94
43.96,464.58
47.01,454.39
40,480.83
62.96,454.26
63.77,441.5
39.52,469.8
72.24,438.34
44.71,485.19
36.71,465.32
68.08,433.72
40.03,472.31
63.13,440.75
38.5,486.78
39.58,465.85
59.87,444.05
48.41,442.57
63.31,444.37
41.1,460.03
53.82,463.64
70.47,435.05
40.66,466.95
59.44,447.13
73.17,434.94
44.77,473.9
49.21,454.86
39.66,479.97
44.03,471.59
40.27,477.8
40.1,471.07
47.93,444.77
52.36,454.13
52.72,473.45
71.85,439.48
58.82,445.01
45.61,457.4
41.78,466.68
41.46,478.27
42.32,464.56
71.58,434.45
36.24,483.12
39.85,473.47
62.66,442.16
41.54,477.89
69.13,430.17
67.71,446.22
44.63,453.26
49.5,457.12
39.85,443.73
36.43,474.17
41.2,476
71.25,431.28
65.34,440.77
41.79,457.74
39.31,466.46
65.94,451.29
41.62,463.87
56.53,454.12
56.85,450.26
51.19,447.96
39.61,468.75
40.1,478.34
46.93,453.66
42.18,463.3
59.92,436.33
43.77,444.55
60.96,450.15
45,470.85
74.34,431.77
39.3,464.32
43.67,475.41
75.08,436.3
46.93,447.54
38.08,479.23
65.27,441.3
58.82,441
37.8,490.81
41.82,477.86
59.04,443.12
70.02,445.31
54.3,460.73
50.78,447.58
66.48,433.37
39.64,482.66
65.61,447.34
52.75,470.35
45.01,456.08
59.14,437.19
41.92,467.79
39.69,473
74.67,430.22
47.43,448.15
44.03,466.01
41.93,469.68
70.02,441.66
70.79,436.43
66.49,439.15
41.79,461.46
64.33,442.78
41.66,483.28
58.12,454.32
60.32,446.88
63.76,441.35
69.14,440.03
40.78,478.24
69.98,432.03
49.02,445.31
39.99,482.31
44.47,467.14
70.36,439.16
57.17,442.03
65.48,447
52.72,458.06
58.79,449.76
69.23,436.96
49.83,465.82
67.32,443.17
41.55,484.47
40.89,464.95
37.92,474.03
35.4,469.61
71.14,431.7
68.31,441.66
41.16,464.85
39.28,473.86
60.07,439.73
60.08,452.8
63.86,440.93
67.32,436.64
51.86,446.74
40.05,483.5
71.97,434.04
41.39,477.8
73.18,437.92
41.06,475.88
65.94,444.74
43.34,466.38
44.9,457.61
35.71,469.37
43.7,469.5
68.24,428.28
70.32,434.76
66.54,441.71
61.9,441.34
50.16,448.32
46.63,452.1
40.35,488.8
70.04,431.96
41.82,477.52
46,447.8
65.94,452.66
49.25,453.49
61.02,436.44
63.31,456.5
70.47,434.56
49.21,446.23
59.39,446.02
42.86,473.76
73.56,432.93
45.38,460.18
41.17,476.81
39.48,484.12
40.6,471.23
44.63,460.66
69.05,426.5
43.43,451
73.67,438.33
41.17,486.2
59.15,441.71
72.58,428.73
76.2,433.91
63.57,443.28
58.46,444.05
72.58,425.12
39.85,487.84
79.74,433.08
67.22,445.3
61.5,445.31
70.36,433.06
74.93,443.51
